,val_loss,val_out_class_loss,val_out_asymm_loss,val_out_class_accuracy,loss,out_class_loss,out_asymm_loss,out_class_accuracy
0,0.5343214273452759,0.6595718264579773,0.27612778544425964,0.6857143044471741,1.6215614214539529,0.7748339772224426,2.4682891368865967,0.6671428680419922
1,0.5800746083259583,0.7622986435890198,0.20459330081939697,0.6857143044471741,0.2964663605604853,0.5422258377075195,0.05070683732628822,0.727142870426178
2,0.8924910426139832,1.4306870698928833,0.005967267323285341,0.6857143044471741,0.27133167843733513,0.507777988910675,0.03488542512059212,0.7635714411735535
3,1.5098474025726318,2.389881134033203,0.015302207320928574,0.6857143044471741,0.24619974600417274,0.4716431200504303,0.02075636014342308,0.7807142734527588
4,3.103231906890869,4.689454078674316,0.24141298234462738,0.6857143044471741,0.22841327179755483,0.4361986815929413,0.020627876743674278,0.8035714030265808
5,3.1311023235321045,4.713125705718994,0.48732703924179077,0.6857143044471741,0.21251179043735777,0.4055566191673279,0.019466938450932503,0.8142856955528259
6,3.5051093101501465,6.006709098815918,0.05314489081501961,0.6857143044471741,0.1920899147433894,0.3688235282897949,0.015356314368546009,0.8364285826683044
7,2.4323525428771973,4.497400760650635,0.3465431034564972,0.6857143044471741,0.18062970052872385,0.345869779586792,0.015389573760330677,0.8399999737739563
8,2.0746405124664307,4.680381774902344,0.05963122844696045,0.6857143044471741,0.16946429748620306,0.32331427931785583,0.015614250674843788,0.866428554058075
9,2.4972188472747803,4.326955318450928,0.09777390956878662,0.6857143044471741,0.14780618133289472,0.2785227298736572,0.017089640721678734,0.8764285445213318
10,3.428536891937256,5.786577224731445,0.13439160585403442,0.6857143044471741,0.13615871125033924,0.2532765567302704,0.019040876999497414,0.8892857432365417
11,4.181297302246094,6.225912094116211,0.10125786811113358,0.6857143044471741,0.13369680632437977,0.24937142431735992,0.018022235482931137,0.8971428275108337
12,4.308453559875488,5.485887050628662,0.06868826597929001,0.6885714530944824,0.12244325024741036,0.2275894433259964,0.01729704812169075,0.9092857241630554
13,4.66786527633667,5.702457904815674,0.27879610657691956,0.7028571367263794,0.110265610526715,0.20006555318832397,0.020465699955821037,0.9157142639160156
14,3.718029499053955,4.459350109100342,0.05263100564479828,0.7085714340209961,0.09841604025236197,0.17684638500213623,0.019985688850283623,0.9264285564422607
15,2.4705405235290527,2.7038660049438477,0.13885244727134705,0.7400000095367432,0.08344742949785931,0.15142102539539337,0.015473822131752968,0.9392856955528259
16,1.6854112148284912,2.350630521774292,0.0477064847946167,0.7628571391105652,0.07297645905720336,0.1275274008512497,0.018425511196255684,0.9549999833106995
17,1.604720115661621,2.7624144554138184,0.05566554516553879,0.7514285445213318,0.06357789098152093,0.11567569524049759,0.011480091139674187,0.9592857360839844
18,2.394001007080078,2.779364585876465,0.11027506738901138,0.7628571391105652,0.07244839133428675,0.12758488953113556,0.01731191761791706,0.9457142949104309
19,1.682246208190918,2.3480284214019775,0.06001292169094086,0.7799999713897705,0.06599034198692867,0.11402694135904312,0.017953723669052124,0.9521428346633911
20,1.430864691734314,2.0918359756469727,0.06857296079397202,0.7542856931686401,0.05846060162875801,0.10377731174230576,0.013143904507160187,0.9578571319580078
21,2.017515182495117,2.5011494159698486,0.05929439514875412,0.7828571200370789,0.058174781225222565,0.09904003143310547,0.017309516668319702,0.9592857360839844
22,1.900406837463379,2.176710367202759,0.054647043347358704,0.7857142686843872,0.050919739665862704,0.08886121213436127,0.012978293001651764,0.9671428799629211
23,2.0910537242889404,2.571080207824707,0.037757758051157,0.7942857146263123,0.039921768964268266,0.06471728533506393,0.015126260928809643,0.9728571176528931
24,3.5100433826446533,3.9890060424804688,0.05383041501045227,0.7799999713897705,0.053866386255581995,0.0982833281159401,0.00944945216178894,0.9685714244842529
25,4.265676975250244,3.412562131881714,0.13696607947349548,0.7571428418159485,0.045172444970480036,0.07402201741933823,0.016322869807481766,0.9728571176528931
26,2.2119922637939453,2.2136178016662598,0.06402677297592163,0.7857142686843872,0.03888385682034173,0.06549084186553955,0.012276874855160713,0.977142870426178
27,1.9212404489517212,2.0588204860687256,0.11445992439985275,0.7457143068313599,0.03536748023304556,0.06181514635682106,0.008919821120798588,0.9800000190734863
28,1.4934031963348389,2.186061143875122,0.15012837946414948,0.7771428823471069,0.04237085005235193,0.07173537462949753,0.013006315566599369,0.9778571724891663
29,1.9503364562988281,2.575556755065918,0.07401177287101746,0.7914285659790039,0.03098534833240722,0.04989046975970268,0.012080226093530655,0.9828571677207947
