,loss,acc,val_loss,val_acc
0,0.8590341806411743,0.5707142949104309,0.5355477929115295,0.7428571581840515
1,0.6824408173561096,0.6192857027053833,0.5320513844490051,0.7571428418159485
2,0.6295236349105835,0.6521428823471069,0.589543342590332,0.6371428370475769
3,0.606010377407074,0.6814285516738892,0.6028796434402466,0.6514285802841187
4,0.6034393906593323,0.6885714530944824,0.6124860644340515,0.6200000047683716
5,0.6096100807189941,0.6778571605682373,0.5995445251464844,0.654285728931427
6,0.6042405962944031,0.706428587436676,0.7429231405258179,0.5600000023841858
7,0.5791140794754028,0.7007142901420593,0.5533264875411987,0.691428542137146
8,0.5572465062141418,0.7178571224212646,0.591651201248169,0.7514285445213318
9,0.5608954429626465,0.7099999785423279,0.8225272297859192,0.5257142782211304
10,0.5425714254379272,0.7221428751945496,0.5395166873931885,0.7114285826683044
11,0.5365747809410095,0.7350000143051147,0.544169545173645,0.7485714554786682
12,0.5553133487701416,0.729285717010498,0.7864533066749573,0.5828571319580078
13,0.5426371693611145,0.7242857217788696,0.615588366985321,0.654285728931427
14,0.5251797437667847,0.727142870426178,0.7499297261238098,0.5657142996788025
15,0.5435095429420471,0.7400000095367432,0.5494517087936401,0.7371428608894348
16,0.5195220708847046,0.7457143068313599,0.7802229523658752,0.5685714483261108
17,0.4984557628631592,0.7542856931686401,0.5900422930717468,0.6828571557998657
18,0.5097885727882385,0.7535714507102966,0.7290849089622498,0.6028571724891663
19,0.5054682493209839,0.741428554058075,0.5604090690612793,0.7200000286102295
20,0.5066241025924683,0.7535714507102966,0.6086032390594482,0.6800000071525574
21,0.4884833097457886,0.7542856931686401,0.5424126982688904,0.7400000095367432
22,0.4939754009246826,0.7592856884002686,0.7674919962882996,0.5942857265472412
23,0.4835416078567505,0.7621428370475769,0.6941010355949402,0.6571428775787354
24,0.4690997898578644,0.7821428775787354,0.7208569049835205,0.6342856884002686
25,0.45308154821395874,0.7785714268684387,0.6135037541389465,0.677142858505249
26,0.47175610065460205,0.7685714364051819,0.6524966955184937,0.654285728931427
27,0.45616358518600464,0.7857142686843872,0.5813037753105164,0.7200000286102295
28,0.456158846616745,0.7749999761581421,0.5803790092468262,0.7314285635948181
29,0.4586968421936035,0.795714259147644,0.5805140733718872,0.7142857313156128
