,loss,acc,val_loss,val_acc
0,0.7503684759140015,0.5192857384681702,0.6267092823982239,0.6857143044471741
1,0.7015243172645569,0.5678571462631226,0.5713797211647034,0.7085714340209961
2,0.679520845413208,0.5964285731315613,0.6214982271194458,0.645714282989502
3,0.668123185634613,0.604285717010498,0.5534992218017578,0.7400000095367432
4,0.6662905216217041,0.6092857122421265,0.5388724207878113,0.7400000095367432
5,0.6596150398254395,0.6221428513526917,0.5384835600852966,0.7542856931686401
6,0.6562082171440125,0.6092857122421265,0.5721752643585205,0.7228571176528931
7,0.6464475989341736,0.6214285492897034,0.5567077398300171,0.7314285635948181
8,0.6467832922935486,0.6435714364051819,0.5342586040496826,0.7371428608894348
9,0.6488124132156372,0.6221428513526917,0.5297991633415222,0.7257142663002014
10,0.6428402066230774,0.6342856884002686,0.6293601393699646,0.6142857074737549
11,0.6350978016853333,0.6499999761581421,0.6179810762405396,0.631428599357605
12,0.6236956119537354,0.6349999904632568,0.6122649908065796,0.6571428775787354
13,0.6415819525718689,0.618571400642395,0.5626092553138733,0.7228571176528931
14,0.623890221118927,0.6557142734527588,0.5708909630775452,0.7200000286102295
15,0.6395225524902344,0.6414285898208618,0.6115303039550781,0.7142857313156128
16,0.6393266320228577,0.6328571438789368,0.5495569109916687,0.7371428608894348
17,0.6230565309524536,0.6421428322792053,0.5734342932701111,0.7257142663002014
18,0.6292219161987305,0.6264285445213318,0.5375738143920898,0.7342857122421265
19,0.6278486251831055,0.6414285898208618,0.6311612129211426,0.6285714507102966
20,0.6128602027893066,0.6528571248054504,0.5607452988624573,0.7285714149475098
21,0.6167788505554199,0.668571412563324,0.537675142288208,0.7228571176528931
22,0.6140075922012329,0.6521428823471069,0.7110304236412048,0.5742856860160828
23,0.6085811257362366,0.6607142686843872,0.6254249215126038,0.6485714316368103
24,0.618450939655304,0.6528571248054504,0.5686371326446533,0.7114285826683044
25,0.6231120228767395,0.6514285802841187,0.542579174041748,0.7257142663002014
26,0.6040391325950623,0.6785714030265808,0.7612826228141785,0.5057142972946167
27,0.6145092248916626,0.6499999761581421,0.5500091314315796,0.7342857122421265
28,0.6041442155838013,0.6628571152687073,0.5647379159927368,0.7228571176528931
29,0.6086334586143494,0.6657142639160156,0.5242987275123596,0.7371428608894348
