,loss,acc,val_loss,val_acc
0,0.8075026273727417,0.5135714411735535,0.6847695708274841,0.5485714077949524
1,0.7184329032897949,0.5607143044471741,0.6720884442329407,0.5771428346633911
2,0.7140122652053833,0.5628571510314941,0.5723139047622681,0.7285714149475098
3,0.6981489062309265,0.5964285731315613,0.5573556423187256,0.6857143044471741
4,0.6823948621749878,0.5899999737739563,0.5602967143058777,0.7085714340209961
5,0.6973207592964172,0.5849999785423279,0.5750366449356079,0.6885714530944824
6,0.6659548282623291,0.625,0.5723427534103394,0.7342857122421265
7,0.6806139945983887,0.6064285635948181,1.1649129390716553,0.3514285683631897
8,0.693975567817688,0.5885714292526245,0.5612284541130066,0.7057142853736877
9,0.672019362449646,0.6050000190734863,0.7203294634819031,0.488571435213089
10,0.6745802760124207,0.6085714101791382,0.617541491985321,0.6657142639160156
11,0.674353301525116,0.6121428608894348,0.6274089217185974,0.6485714316368103
12,0.6668787002563477,0.6014285683631897,0.6969441771507263,0.5314285755157471
13,0.6574559807777405,0.6128571629524231,1.250474214553833,0.35428571701049805
14,0.6708150506019592,0.5849999785423279,0.5698655843734741,0.699999988079071
15,0.6722625494003296,0.6092857122421265,1.0116878747940063,0.3857142925262451
16,0.6537925004959106,0.6192857027053833,0.6521768569946289,0.6114285588264465
17,0.6403579115867615,0.631428599357605,0.5435547828674316,0.7285714149475098
18,0.651137113571167,0.616428554058075,0.5444398522377014,0.7085714340209961
19,0.6467112302780151,0.6378571391105652,0.5915203094482422,0.691428542137146
20,0.6487453579902649,0.6171428561210632,0.5473713278770447,0.7142857313156128
21,0.6463156342506409,0.618571400642395,0.5487425327301025,0.7085714340209961
22,0.6399356722831726,0.6221428513526917,0.5903029441833496,0.6971428394317627
23,0.6550391912460327,0.6078571677207947,0.5825097560882568,0.7171428799629211
24,0.6306209564208984,0.645714282989502,0.5444509983062744,0.7142857313156128
25,0.6393123865127563,0.6321428418159485,0.5452336668968201,0.7314285635948181
26,0.638012170791626,0.6278571486473083,0.536980390548706,0.7228571176528931
27,0.6449254751205444,0.6257143020629883,0.6503028869628906,0.6371428370475769
28,0.6379901766777039,0.6157143115997314,0.8300498723983765,0.4457142949104309
29,0.6337552070617676,0.6585714221000671,0.7584812045097351,0.5
