,loss,acc,val_loss,val_acc
0,1.1780790090560913,0.47857141494750977,0.6252078413963318,0.6857143044471741
1,0.870976984500885,0.5235714316368103,0.6224353909492493,0.6857143044471741
2,0.9319565296173096,0.5178571343421936,1.0662696361541748,0.3142857253551483
3,0.9685738682746887,0.4957142770290375,0.749824047088623,0.6857143044471741
4,0.9010554552078247,0.5335714221000671,0.6468725800514221,0.6942856907844543
5,0.9170553088188171,0.5107142925262451,0.6190361380577087,0.6857143044471741
6,0.9506611824035645,0.5414285659790039,0.6721267700195312,0.677142858505249
7,0.9449304342269897,0.5278571248054504,1.088958501815796,0.31142857670783997
8,0.9313028454780579,0.5257142782211304,0.8753760457038879,0.3171428442001343
9,0.8878598213195801,0.5035714507102966,0.6650307178497314,0.6857143044471741
10,0.9355788826942444,0.5114285945892334,0.6130061745643616,0.6828571557998657
11,0.9542201161384583,0.5400000214576721,0.9154654145240784,0.3142857253551483
12,0.9983717799186707,0.4935714304447174,0.6955774426460266,0.6857143044471741
13,0.9564860463142395,0.5550000071525574,0.6102866530418396,0.6828571557998657
14,0.9953383803367615,0.4950000047683716,2.2637810707092285,0.3142857253551483
15,1.075313925743103,0.49142858386039734,0.6182112097740173,0.6828571557998657
16,0.9756397604942322,0.5364285707473755,2.101799249649048,0.3142857253551483
17,1.078733205795288,0.4928571283817291,0.6193106770515442,0.6828571557998657
18,0.9877000451087952,0.5342857241630554,0.6662499308586121,0.6628571152687073
19,0.9984396696090698,0.5157142877578735,2.4606807231903076,0.3142857253551483
20,1.0134451389312744,0.5242857336997986,1.1304036378860474,0.3171428442001343
21,0.9583904147148132,0.5364285707473755,1.5674316883087158,0.3142857253551483
22,0.9879900217056274,0.5114285945892334,1.1058253049850464,0.3171428442001343
23,0.9990191459655762,0.5264285802841187,0.6299729943275452,0.677142858505249
24,0.9801716804504395,0.5092856884002686,0.9823333621025085,0.6857143044471741
25,1.025359869003296,0.5335714221000671,0.6515235900878906,0.6828571557998657
26,1.004212498664856,0.5278571248054504,0.6532817482948303,0.677142858505249
27,1.0008196830749512,0.5364285707473755,0.6285641193389893,0.6800000071525574
28,0.9490224123001099,0.5635714530944824,0.6401329636573792,0.6742857098579407
29,1.0100386142730713,0.5199999809265137,0.830356776714325,0.6857143044471741
