,val_loss,val_out_class_loss,val_out_asymm_loss,val_out_class_accuracy,loss,out_class_loss,out_asymm_loss,out_class_accuracy
0,0.5120909810066223,0.8334038853645325,0.2435028851032257,0.6857143044471741,1.2241914348942893,0.7579626441001892,1.6904208660125732,0.6449999809265137
1,0.32013654708862305,0.581882894039154,0.2496347427368164,0.7028571367263794,0.4649728719677244,0.6115158796310425,0.31842997670173645,0.6899999976158142
2,0.29624342918395996,0.5468224883079529,0.24453531205654144,0.7114285826683044,0.44361110712800705,0.5849090218544006,0.3023133873939514,0.6957142949104309
3,0.3105049133300781,0.5858794450759888,0.23982129991054535,0.7200000286102295,0.39694765763623374,0.5352001190185547,0.25869518518447876,0.7278571724891663
4,0.2835673689842224,0.5099231600761414,0.27405229210853577,0.7657142877578735,0.3812890625425747,0.5136619210243225,0.24891622364521027,0.7514285445213318
5,0.3033919036388397,0.5385907292366028,0.2359270453453064,0.7714285850524902,0.35899362457650047,0.490530788898468,0.22745661437511444,0.7657142877578735
6,0.26719704270362854,0.5073651075363159,0.2313566505908966,0.7514285445213318,0.3355853940759386,0.4599197506904602,0.21125110983848572,0.795714259147644
7,0.2956885099411011,0.4724189341068268,0.23667041957378387,0.800000011920929,0.3196721864598138,0.43234992027282715,0.20699439942836761,0.8007143139839172
8,0.34138333797454834,0.4916419982910156,0.23922425508499146,0.7771428823471069,0.30178460319127354,0.4082488417625427,0.19532039761543274,0.8149999976158142
9,0.3021445572376251,0.47277015447616577,0.2657206058502197,0.7885714173316956,0.296544720019613,0.3923250138759613,0.20076444745063782,0.8278571367263794
10,0.349555104970932,0.5033273696899414,0.26209914684295654,0.7771428823471069,0.27060866632631847,0.3636123239994049,0.17760494351387024,0.8385714292526245
11,0.4457104504108429,0.5328845381736755,0.2638702094554901,0.7857142686843872,0.25539800386343686,0.35214516520500183,0.15865080058574677,0.8550000190734863
12,0.6875604391098022,0.5891592502593994,0.31846046447753906,0.7914285659790039,0.23780788981488774,0.3183840215206146,0.15723182260990143,0.8614285588264465
13,0.4042772054672241,0.5461534857749939,0.24665771424770355,0.7942857146263123,0.2257656266646726,0.2996547222137451,0.1518765091896057,0.8764285445213318
14,0.6177145838737488,0.5990628600120544,0.3041606843471527,0.7971428632736206,0.20054377828325545,0.2639193534851074,0.13716816902160645,0.8942857384681702
15,0.46648386120796204,0.5632599592208862,0.2404787838459015,0.808571457862854,0.1897497820002692,0.2541200816631317,0.12537947297096252,0.8892857432365417
16,0.6440407037734985,0.7828342914581299,0.28723734617233276,0.7828571200370789,0.1671608690172434,0.22164344787597656,0.11267829686403275,0.9157142639160156
17,0.583181619644165,0.726764976978302,0.23139387369155884,0.7857142686843872,0.16404578270656722,0.21666106581687927,0.11143051832914352,0.9078571200370789
18,0.46469366550445557,0.7100412249565125,0.22182214260101318,0.7571428418159485,0.14860307904226439,0.19178712368011475,0.10541905462741852,0.9285714030265808
19,0.7313207387924194,0.7677919864654541,0.22535313665866852,0.7942857146263123,0.13304858511047704,0.1644539088010788,0.10164325684309006,0.9328571557998657
20,0.6511631011962891,0.7744284272193909,0.23927780985832214,0.7857142686843872,0.11981242472039802,0.15086401998996735,0.0887608528137207,0.9407142996788025
21,0.46740278601646423,0.7869312763214111,0.25679779052734375,0.7828571200370789,0.11097865184502942,0.13481460511684418,0.08714268356561661,0.9471428394317627
22,0.4859503507614136,0.7747858762741089,0.273194283246994,0.7857142686843872,0.09513271328594003,0.11035631597042084,0.07990910857915878,0.9592857360839844
23,0.568096935749054,0.7907847166061401,0.2389410138130188,0.7942857146263123,0.10603414372141873,0.1366002857685089,0.0754680186510086,0.9364285469055176
24,0.6128746271133423,0.9210763573646545,0.21251565217971802,0.800000011920929,0.08656401812498059,0.10349250584840775,0.06963551044464111,0.9557142853736877
25,0.889504611492157,1.0594507455825806,0.21421900391578674,0.7942857146263123,0.07526618715907846,0.08356887102127075,0.06696351617574692,0.9700000286102295
26,0.9196059703826904,1.1578001976013184,0.21568097174167633,0.7885714173316956,0.07524621413488473,0.08705705404281616,0.06343536078929901,0.9621428847312927
27,0.6862707138061523,1.0436804294586182,0.2313707172870636,0.8057143092155457,0.07144846989374076,0.07314787060022354,0.06974904239177704,0.970714271068573
28,0.7714782357215881,1.1227316856384277,0.19370916485786438,0.7971428632736206,0.06570690898224711,0.07713247835636139,0.0542813204228878,0.9750000238418579
29,0.9804298877716064,1.1667033433914185,0.21224616467952728,0.7942857146263123,0.06319765907579235,0.06497573107481003,0.06141958758234978,0.977142870426178
